country,description,points,price,province,region_1,taster_name,year,variety_100,designation_20,winery_3
US,"This blend is 56% Cabernet Sauvignon, 22% Cabernet Franc and 22% Merlot, using grapes sourced entirely from this iconic Red Mountain vineyard. Notes of spice and iron interplay with tightly wound berry and cassis fruit. This is a steely, muscular wine, with an underpinning of graphite. History has proven that it will age beautifully.",94,35.0,Washington,Red Mountain,Paul Gregutt,2009,3.0,Ciel du Cheval Vineyard,Soos Creek
US,"Hailing from one of the state's most esteemed vineyards, this wine is a blend of Cabernet Sauvignon (42%), Merlot (33%) and Cabernet Franc. Jammy aromas of red and black fruit and licorice lead to plush but well-balanced flavors that linger.",91,40.0,Washington,Red Mountain,Sean P. Sullivan,2012,5.0,Ciel du Cheval Vineyard,Soos Creek
US,"Cabernet Sauvignon makes up 60% of this wine, with the rest Merlot (29%) and Cabernet Franc. It presents aromas of macerated cherries, licorice and whiffs of game. The flavors are lush and ripe, with firm but well-integrated tannins providing support.",89,40.0,Washington,Red Mountain,Sean P. Sullivan,2013,5.0,Ciel du Cheval Vineyard,Soos Creek
US,"A handful of Pritchard Hill Petit Verdot adds color and vibrancy to this impressive wine, sinewy in leather, black pepper and robust cigar. Currant and cedar highlights make for a classic profile, with firm, integrated tannin in support. This wine should do well in the cellar, finding its peak between 2021 and 2023.",92,85.0,California,Oakville,Virginie Boone,2013,4.0,Reserve,29 & Oak Wines
US,"This blend of 39% Petite Sirah, 35% Zinfandel, 19% Cabernet Sauvignon and 7% Cabernet Franc spent two years in barrel, allowing the flavors to mesh. Juicy acidity marks a soft, approachable palate of sugarplum and kirsch, sure to please a crowd with its full, plush texture.",90,45.0,California,Napa Valley,Virginie Boone,2012,3.0,Proprietary,29 & Oak Wines
US,"Half Cabernet Sauvignon, and a quarter each of Cabernet Franc and Merlot, this wine is a smoky blend that's gamy and feral, while also pretty on the nose in violet and bramble. Red currant and red cherry fill out the midpalate with tart fruit.",90,45.0,California,Napa Valley,Virginie Boone,2013,5.0,Proprietary,29 & Oak Wines
US,"Richly buttered Bing cherries, plums, licorice, black pepper and a loamy mud minerality show on the nose of this bottling by winemaker Scott Shirley. The palate truly shines, with flavors of chocolate syrup-covered cherries rolled in fresh mint, espresso beans, charred pine and tannins that wake up the mouth and hold its attention.",94,55.0,California,Paso Robles,Matt Kettmann,2012,4.0,Reserve,Justin
US,"This wine is showy on the nose, with lilacs, lavender-laced crème brûlée and dense dried-black-cherry aromas that prove inviting. It is elegantly framed on the palate, with lots of lavender, potpourri, dried thyme and oregano set against the rich, dark-red fruits.",92,55.0,California,Paso Robles,Matt Kettmann,2013,4.0,Reserve,Justin
US,"Lush aromas of cinnamon, black and red cherry, vanilla and toasted brioche show on this unabashedly potent and downright delicious bottling by the region's pioneering winery. Soft tannins joyously present rounded red-fruit and vanilla-cake flavors, with rich accents of cherry compote and chocolate chip cookie that are cut by streaks of bitterness and tartness. It's a voluptuous, attention-grabbing wine.",95,55.0,California,Paso Robles,Matt Kettmann,2014,4.0,Reserve,Justin
US,"Plenty of oak right out in front gives it a bountiful bouquet of smoke, toast, charcoal, etc. Underneath waits a nice core of black-cherry and cassis fruit, balanced with decent acids, but overall the wine seems lightweight for a reserve. It’s definitely ready to drink right now.",88,30.0,California,Napa Valley,Paul Gregutt,1996,4.0,Reserve,Fetzer
US,"About a third of this is Bien Nacido Vineyard (Santa Barbara) fruit; the rest comes from Sonoma. Plenty of cedar, earth and some cherry-tomato flavors in this fruit-forward wine. Strawberry preserves and that darn hint of tomato extend into the finish, along with a fair bit of tannin.",87,15.0,California,California,Paul Gregutt,1998,1.0,Barrel Select,Fetzer
US,"Ripe fruit, augmented with a little earthiness, some barnyard scents, and then layers of dark spice and smoke.",88,15.0,California,North Coast,Paul Gregutt,1997,4.0,Barrel Select,Fetzer
US,All of the fruit for this wine comes from Clifton Hill Vineyard. Aromas seem a bit green and woody while the high-octane flavors are rich but don't have the structure to stand them up.,88,40.0,Washington,Wahluke Slope,Sean P. Sullivan,2012,4.0,Reserve,Ryan Patrick
US,"Ryan Patrick's Reserve Cab is a round, subtle and forward wine that does not over-reach. The tangy fruit shows a mix of cassis and black raspberry fruit, then opens out into a darker mid-palate with licorice and coffee running solidly through to the finish. It's broad and open, and falls off in the finish, suggesting that this is a wine to enjoy in its youth.",88,35.0,Washington,Columbia Valley (WA),Paul Gregutt,2005,4.0,Reserve,Ryan Patrick
US,"Ryan Patrick's reserve is pure Cabernet Sauvignon, though not labeled as such. It's a barrel selection, and very well done, with a purity and density that is most expressive. The acids and youthfulness of the fruit flavors suggest that this is a wine with aging potential. For now, it's showing bright, tart, tangy red fruits and fine balance.",90,35.0,Washington,Columbia Valley (WA),Paul Gregutt,2006,3.0,Reserve,Ryan Patrick
US,"From a warm vintage, this aromatic offering has notes of candy corn, corn silk, pear and tropical fruit. It's full bodied with sweet fruit flavors that have a creamy feel and lead to a lingering finish.",90,20.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2013,2.0,Reserve,Ryan Patrick
US,"Sourced from Sagemoor Farms and the Homestead estate vineyard, this detailed and complex wine opens with pear and pineapple scents and flavors, then layers in pretty spices and toasty highlights.",90,20.0,Washington,Columbia Valley (WA),Paul Gregutt,2012,2.0,Reserve,Ryan Patrick
US,"A rich, creamy wine loaded with toasted almond, vanilla cookie, bright melon and apple, and hints of white peach—there is a lot going on here. The acids sharpen up the fruit flavors, and the wine has a clean edge, along with expressive barrel flavors.",89,21.0,Washington,Columbia Valley (WA),Paul Gregutt,2008,2.0,Reserve,Ryan Patrick
US,"Strawberry and red currant complement deeper, more savory aspects of cedar and gun smoke in this thick, full-bodied and concentrated reserve-level wine, accented in bitter, black tea.",88,60.0,California,Sonoma Valley,Virginie Boone,2012,4.0,Reserve,Kunde
US,"Tobacco leaf and dried herb dot the landscape of this velvety wine, made from the producer's estate-grown grapes. Blackberry and dusty mocha are girded by bittersweet tannin and toasted oak.",87,60.0,California,Sonoma Valley,Virginie Boone,2013,4.0,Reserve,Kunde
US,"This wine's tart, high-pitched acidity greets the palate with a youthful splash of lemon and lime before revealing its true concentration of rich toasted oak and baked apple flavor. Fulsome on the palate, it ends on a taste of the tropics.",88,45.0,California,Sonoma Valley,Virginie Boone,2015,2.0,Reserve,Kunde
US,"From older vines on the producer's estate, this wine has a depth of richness to the nose and is intensely powerful in gingerbread and Meyer lemon on the medium-bodied palate. Lemony acidity rounds out the finish, flecked in butter.",90,45.0,California,Sonoma Valley,Virginie Boone,2014,2.0,Reserve,Kunde
US,"From the producer's family estate, this reserve white is golden in color and appropriately rich in crème brûlée and butterscotch, yet balanced and firm. Creamy, it offers flavors and aromas of lush melon and orange, finishing with sumptuous vanilla.",90,40.0,California,Sonoma Valley,Virginie Boone,2013,2.0,Reserve,Kunde
US,"This is a nicely balanced wine from estate-grown vines, a mix of licorice and raspberry that offers luxurious mouthfeel and texture atop surprising acidity. A small amount of Viognier was used in fermentation to provide some additional lift and floral aromas, while a dustiness prevails on the finish.",90,25.0,California,Sonoma Valley,Virginie Boone,2013,6.0,Estate Grown,Kunde
Argentina,"This opens with huge aromas of dark berry, cola and maple. The palate is ultratannic and grabby, with a sandpaper mouthfeel and big, boistrous flavors of black fruit. Syrupy and tannic on the finish, it has an overt rugged feel.",84,15.0,Other,Patagonia,Michael Schachner,2010,4.0,Reserve,Restivo
Argentina,"Berry and cassis aromas turn more saucy with airing. This has a sticky mouthfeel with protruding acids, while flavors of plum and citrus finish short. This is good if you're looking for the basics.",85,13.0,Other,Patagonia,Michael Schachner,2011,4.0,Reserve,Restivo
Argentina,"Flat cherry and clay aromas set up a scratchy, almost citric palate with short but bright plum and raspberry flavors. This is basic Malbec with a tart hollow wiry finish.",85,13.0,Other,Patagonia,Michael Schachner,2011,8.0,Reserve,Restivo
Argentina,"After an opening of tomato, red plum and berry aromas, this shows a smooth texture and a full body. Berry, ripe plum and cocoa flavors finish with medium tannins and good length.",88,15.0,Mendoza Province,Mendoza,Michael Schachner,2011,4.0,Reserve,Proemio
Argentina,"Leafy woody berry and graphite aromas are on the spot for Cabernet. This feels bold and saturated, with no holes in the palate. Lightly herbal flavors of plum and blackberry are darkened by a wave of chocolate, while this tastes of mocha and chocolate on a plush but energetic finish.",90,18.0,Mendoza Province,Mendoza,Michael Schachner,2015,4.0,Reserve,Proemio
Argentina,"Rooty aromas of licorice, leather and blackberry improve with airing. This shows hard tannins and a grabby palate along with rooty, herbal flavors of blackberry and dark plum that finish with blackened spice notes, licorice root flavors and lively acidity.",88,20.0,Mendoza Province,Mendoza,Michael Schachner,2013,4.0,Reserve,Proemio
Argentina,"Punchy red fruit aromas and plum notes give this Malbec energy up front. A ripe, round palate feels good and right. Spicy plum flavors with an herbal note finish woody, salty and with rubbery, lively tannins. Drink through 2019.",89,20.0,Mendoza Province,Mendoza,Michael Schachner,2013,8.0,Reserve,Proemio
Argentina,"Ripe black-plum aromas veer towards prune without fully going there. A full chewy palate holds blackberry and plum flavors, while this finishes oaky and lightly herbal. Overall, this captures much of what's good about Mendoza Malbec.",89,18.0,Mendoza Province,Mendoza,Michael Schachner,2015,8.0,Reserve,Proemio
Argentina,"A fine value among moderately aged Malbecs. Smells like a well-grilled steak along with earthy berry and dry oak. Feels fresh and pure, with proper balance and a lively mix of toast, coconut, blackberry, spice and textured tannins. Compact and just right on the finish. 500 cases made; excellent for under $20.",91,19.0,Mendoza Province,Mendoza,Michael Schachner,2006,8.0,Reserve,Proemio
US,"A huge, harsh Cabernet without much in the way of varietal character.",81,30.0,California,Lodi,Virginie Boone,2008,4.0,Reserve,LangeTwins
US,This Merlot is muted aromatically. On the palate it's gigantic in tannins—big and bold for sure.,82,30.0,California,Clarksburg,Virginie Boone,2008,17.0,Reserve,LangeTwins
US,"This is an estate-grown Chardonnay, with flavors of vanilla, tropical pineapple and guava that are surrounded by an oaky character and a lemony finish.",85,30.0,California,Clarksburg,Virginie Boone,2010,2.0,Reserve,LangeTwins
US,"This wine is well balanced and solidly constructed, wrapping its ripe blackberry and dark plum flavors in firm tannins. Light oak spice, vanilla and cinnamon touches are the icing on the cake.",89,15.0,California,Lodi,Jim Gordon,2013,4.0,Estate Grown,LangeTwins
US,"Perfumed in leathery cinnamon-cola and cedar with gobs of tannin, it will get you through a party or midweek meals.",86,15.0,California,Lodi,Virginie Boone,2010,4.0,Estate Grown,LangeTwins
US,"Extremely buttery in both aroma and flavor, this wine feels smooth and creamy on the palate due to its full body and soft acidity.",86,15.0,California,Clarksburg,Jim Gordon,2015,2.0,Estate Grown,LangeTwins
US,"This wine is delicious, rich and buttery, from the aroma through the flavors and on to the aftertaste. It smells like lightly toasted almonds and cream, tastes like toffee and pear juice, and finishes almost like dessert.",88,15.0,California,Clarksburg,Jim Gordon,2014,2.0,Estate Grown,LangeTwins
US,"Full of buttery, tropical flavors, it also has a barrel-infused taste of petroleum and char.",84,15.0,California,Clarksburg,Virginie Boone,2010,2.0,Estate Grown,LangeTwins
US,"If almond Danish came in liquid form, this wine would be it. The aromas suggest vanilla, toasted almond and cream while the flavors are equally pastry-like, with a sweet touch. The texture is soft and smooth.",86,15.0,California,Clarksburg,Jim Gordon,2016,2.0,Estate Grown,LangeTwins
US,This attractively priced wine has nice acidity and subtle flavors of pear and lemon. A pronounced swaddling in oak reveals itself on the nose and mid-palate. Enjoy it with food on the richer side.,86,15.0,California,Clarksburg,Virginie Boone,2012,2.0,Estate Grown,LangeTwins
US,"Dark gold in color, this Viognier tastes of ripe apple compote and vanilla custard with a generous texture of tropical fruits.",84,16.0,California,Clarksburg,Virginie Boone,2011,25.0,Estate Grown,LangeTwins
Argentina,"Firm and focused berry aromas set up a full, weighty palate with dry tannins. Flavors of lightly herbal plum and berry are more generic and clean than special, while on the finish this feels smooth and tastes dark and fruity.",88,18.0,Mendoza Province,Tupungato,Michael Schachner,2012,4.0,Reserve,Domaine Jean Bousquet
Argentina,"While this is a bit rustic and herbal on first take, with time it settles and improves. Aromas of tomato and berry fruits lead to a crisp, firm palate with earthy plum, black cherry and herbal flavors. A soft fade away with earthy, baked notes doesn't hurt.",87,18.0,Mendoza Province,Tupungato,Michael Schachner,2012,17.0,Reserve,Domaine Jean Bousquet
Argentina,"More floral and blueberry driven than Bousquet's regular Merlot from '07 but not discernibly better or worse. The palate is round and the balance and feel are good. Flavors of floral blueberry follow the bouquet, and the finish shows a dash of sweet berry syrup and chocolate.",86,17.0,Mendoza Province,Tupungato,Michael Schachner,2007,17.0,Reserva,Domaine Jean Bousquet
US,"Herb, wood spice, coffee and cherry aromas are followed by broad and generous black-fruit flavors. The tannins provide some grip and need time to settle in.",91,85.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2013,4.0,Reserve,Swiftwater Cellars
US,"This wine is two-thirds Sémillon and one-third Sauvignon Blanc. Aromas of toasted grapenuts, lemon and spice are followed by broad-feeling fruit flavors that show a lightly creamy feel.",88,32.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2015,34.0,Proprietary,Swiftwater Cellars
US,"This wine is a blend of Cabernet Sauvignon, Merlot, Malbec, Cabernet Franc and Petit Verdot. There's freshness to the fruit, with aromas of cherry and raspberry kissed by herb, clove and spice. The flavors are lush and palate-coating, with the tannins bringing a touch of astringency that hopefully will settle out with additional time in the bottle.",90,50.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2014,5.0,Proprietary,Swiftwater Cellars
US,"A blend of Cabernet Sauvignon, Merlot, Petit Verdot, Malbec and Cabernet Franc, this wine offers light aromas of cherry, coffee, raspberry, flowers, citrus and tobacco. It's tightly wound with abundant cherry flavors backed by dry tannins. Best after 2018, with a long life in front of it.",91,50.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2012,5.0,Proprietary,Swiftwater Cellars
US,"This five-grape, Bordeaux-style blend is principally Cabernet Sauvignon, and offers forward, moderately light fruit flavors of strawberry and cherry. It's balanced and pleasant tasting, though lacking the depth that you might wish for in this price range.",88,50.0,Washington,Columbia Valley (WA),Paul Gregutt,2010,5.0,Proprietary,Swiftwater Cellars
US,"This wine is a blend of the five Bordeaux varieties. It's aromatically reserved, with notes of flowers, high-toned herbs, wood spice and dark fruit, but it's not yet fully ready to reveal its charms. The flavors are dark and dense, with chewy, lightly dry tannins providing support. The finish stretches-out.",90,50.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2013,5.0,Proprietary,Swiftwater Cellars
Argentina,"A foxy-smelling, juicy, jammy Cabernet with wild berry and sweet oak aromas setting up a forward-feeling palate with plum, berry, sweet oak and resiny flavors. Presents itself as balanced and above average but doesn't go beyond that.",87,15.0,Mendoza Province,Mendoza,Michael Schachner,2010,4.0,Reserve,Cueva de las Manos
Argentina,"Huge in color and extract, but also a little childish. The nose has gumball, berry jam and a touch of volatility, but after things settle it rests on bold black fruit. It's not overly rich or sweet, and the feel is sort of sinewy. Seems more about size and color than refinement and polish.",85,15.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2007,8.0,Reserve,Cueva de las Manos
Argentina,"Granular and punchy upfront, with heat and animal fur aromas on the nose. Settles with airing, revealing a heavy but solid palate with plenty of oak and candied red-fruit flavors. Falls off on the finish, with mint, resin and herbal notes.",85,15.0,Mendoza Province,Mendoza,Michael Schachner,2010,8.0,Reserve,Cueva de las Manos
Argentina,"Opaque in color, this saturated Malbec-led blend exhibits coconut and cola aromas along with fully ripe blackberry notes. This is massive in the mouth, with a solid foundation. Maximum berry expression and a jammy, deep-fruited finish give this power and content beyond its price point.",91,17.0,Mendoza Province,Mendoza,Michael Schachner,2011,3.0,Reserve,Cueva de las Manos
Argentina,"Smoky aromas of bacon and rubber blend with cherry and plum scents to form a good bouquet. This has a fair, fresh mouthfeel with tannic grip. Leafy flavors of plum and red currant are accented by spicy, dry, woody notes, while the finish is lightly green and oaky, with lasting spice.",88,18.0,Mendoza Province,Mendoza,Michael Schachner,2011,4.0,Reserve,Ferllen
Argentina,"Berry and plum aromas are spicy and saucy, with secondary notes of tomato and oregano. Snappy on the palate, this live-wire Malbec is a bit aggressive and acidic. Toasty oak and mint flavors accent fresh red-berry fruit prior to an energetic yet woody finish that's raw feeling but fair.",87,18.0,Mendoza Province,Mendoza,Michael Schachner,2011,8.0,Reserve,Ferllen
Argentina,"Soupy tomato, plum and green tobacco aromas feed into a pinched biting rubbery palate. This Merlot tastes roasted and oaky, with baked plum and berry flavors matched by clove and chocolate notes. A drawing tannic finish tastes stewy and woody.",85,18.0,Mendoza Province,Mendoza,Michael Schachner,2011,17.0,Reserve,Ferllen
US,"Aromas and flavors of blackberry, pomegranate, leather and cedar are warmed by baking spice and bitter chocolate on the palate. The tannins are firm and lend plenty of structure. Cedar and tobacco prevail on the finish, with a touch of warmth.",86,25.0,Texas,Texas,Fiona Adams,2012,4.0,Reserve,Becker
US,"Mild tones of pollen, lemon, vanilla cream and sawdust carry the aromas and flavors. The palate is round and juicy, with appropriate balance of weight and acidity, yet the finish comes short. Perfectly enjoyable as an apéritif.",85,22.0,Texas,Texas High Plains,Alexander Peartree,2014,25.0,Reserve,Becker
US,"There's a density to this Tempranillo that teeters the line of being almost too rich. The nose is all about stewed red and black berries, with cedar, anise and warm vanilla. The palate is almost thick in feel, yet maintains balance with crunchy red berries and fresh herbs lightening it up.",87,25.0,Texas,Texas,Alexander Peartree,2013,10.0,Reserve,Becker
US,"A taste of spearmint, black olive and leather interplay on this wine, with black licorice also prominently in the mix. Juicy with tannic grip, this reserve finishes rich in blackberry and dust.",87,38.0,California,Mendocino,Virginie Boone,2009,4.0,Reserve,Brutocao
US,"Full-bodied and firmly structured, this smells a bit peppery and roasted, then gives up dried cherry and blackberry flavors that fill the mouth and taste generous and soothing. It has benefited from the extra age since bottling, and is ready to enjoy.",89,34.0,California,Mendocino,Jim Gordon,2009,17.0,Reserve,Brutocao
US,"A powerful and concentrated wine, this has dark fruit aromas like black cherry along with black pepper and wood smoke, plus strong, ripe flavors from cherry to blackberry and black currant. It also has a lot of tannin and good acidity, and will mature into a softer feel over time.",89,34.0,California,Mendocino,Jim Gordon,2010,17.0,Reserve,Brutocao
US,"Comprised of 66% Zinfandel, 20% Barbera and 14% Primitivo. Brutocao has gone in a different direction than most of its 2010 Coro counterparts. It mixes in Barbera, presumably for acidity and freshness, to the bigger boned personalities of Zin and Primitivo. In the end, the fruit and acidity are dulled by the toffee and oak and grippy, grizzled leather in this wine.",85,40.0,California,Mendocino,Virginie Boone,2010,3.0,Coro Mendocino,Brutocao
US,"The distinctive aroma resembles tamarind, cranberries and new oak barrels. Flavors are bright and pure, and the mouthfeel is firm with tannins while staying smooth and velvety. This is very tasty and unique, made in a full-bodied style. Zinfandel and Primitivo make up 77% of it, along with Barbera and Petite Sirah.",91,40.0,California,Mendocino,Jim Gordon,2012,3.0,Coro Mendocino,Brutocao
US,"Drinking quite nicely at the moment, this is a generous, dense wine with a full complement of dark fruits, cacao, smoke and hints of black tea. From the opening aromatics on through a seamless weave of fruit and barrel flavors, this is irresistibly delicious.",92,40.0,Washington,Columbia Valley (WA),Paul Gregutt,2009,4.0,Reserve,Barnard Griffin
US,"The aromas are bright, with notes of whole cantaloupe, candle wax and ripe sliced banana. The palate is bone dry, with tart, lemony acids providing the structure. Bitters linger on the finish.",87,13.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2016,18.0,Estate Bottled,Barnard Griffin
US,"The variety is unmistakable, with notes of dried herb, dark cherry and espresso. The jammy fruit flavors are rich, with lightly grainy tannins and coffee notes on the finish. It shows a fine sense of balance.",90,17.0,Washington,Columbia Valley (WA),Sean P. Sullivan,2014,4.0,Signature,Barnard Griffin
US,"As reliable as the first flowers of spring, this perennial best-of-show winner offers lovely scents and flavors of fresh-picked strawberries. Subtle suggestions of rose water and orange peel can be found, along with some precise fruit-skin flavors.",90,12.0,Washington,Columbia Valley (WA),Paul Gregutt,2013,16.0,Rosé of,Barnard Griffin
US,"A perennial best-of-show winner, this lush take on rosé bursts with pretty cherry fruit, light touches of brioche and fresh-baked rolls. It finishes with a kiss of spice.",90,12.0,Washington,Columbia Valley (WA),Paul Gregutt,2012,16.0,Rosé of,Barnard Griffin
US,"This wine is brooding in black and red currant, with dusty, well-integrated tannins and a curl of smoke. Big bodied, it finishes in a puckering way, hefty on the palate.",89,85.0,California,Napa Valley,Virginie Boone,2012,4.0,Reserve,Ballentine
US,"Handfuls of Cabernet Franc and Petit Verdot figure into this wine, a lovely, medium-bodied beauty that finds balance in its measured use of oak. Vanilla, plum and bold jolts of pepper and cinnamon combine well on the lengthy palate.",92,35.0,California,Napa Valley,Virginie Boone,2014,17.0,Estate Grown,Ballentine
US,"This concentrated Merlot is blended with smaller percentages of Petit Verdot, Cabernet Sauvignon, Cabernet Franc and Syrah. Dense in black licorice and toasty oak, the fruit character is dominated by red plum and berry aromas and flavors.",92,28.0,California,Napa Valley,Virginie Boone,2012,17.0,Estate Grown,Ballentine
US,"Chocolate and plum flavors abound in syrupy concentration in this rich, round and ripe wine. Blended with small amounts of Petit Verdot, Cabernet Franc, Cabernet Sauvignon, Malbec and Petite Sirah, it finishes on a brawny black cherry jam note.",86,35.0,California,Napa Valley,Virginie Boone,2015,17.0,Estate Grown,Ballentine
US,"This is a well-structured and elegant wine, despite its size. Bright red cassis and cherry play under tannins that hit on the back of the palate, taking a moment to soften. Herb and cedar mark the finish.",89,34.0,California,St. Helena,Virginie Boone,2013,17.0,Estate Grown,Ballentine
US,"Rich and thick, this full-bodied, ripely bold wine has small amounts of Petite Sirah, Petit Verdot, Syrah, Merlot and Cabernet Franc. Mocha chocolate meets blackberry jam washed down in fresh-brewed coffee, making for a memorable experience.",90,30.0,California,Napa Valley,Virginie Boone,2014,13.0,Estate Grown,Ballentine
Argentina,"Rubbery and smoky at first, with leather and berry fruit running secondary to the wine's more reduced qualities. But if given ten minutes to unwind, it shows wide black-fruit flavors, creaminess and finally some barrel-based resin. Gets better the more you work with it, but will always register as “oaky.”",87,46.0,Mendoza Province,Mendoza,Michael Schachner,2006,8.0,Reserve,Melipal
Argentina,"Like many wines from this vintage, Melipal seems afflicted with 2005 blues. It has black plum and some woody char to chew on, but also saline and frisky tartness. Gets better with airing and will show best with food, but it's clearly a step down from prior years.",86,28.0,Mendoza Province,Mendoza,Michael Schachner,2005,8.0,Reserve,Melipal
Argentina,"Raspberry and cherry aromas are light and pleasing, while the palate exhibits those same friendly and inviting raspberry flavors along with some citrus. A fresh and clean wine, nothing more or less. But it manages to rise above the masses via its focus, length and purity.",87,13.0,Mendoza Province,Mendoza,Michael Schachner,2008,8.0,Rosé,Melipal
Argentina,"Sweet black fruit aromas come with notes of animal hide, brown sugar, prune and fern. Feels good but a touch scratchy and acidic, with dark spice, ample barrel influence, vanilla and blackberry flavors. Tastes minty and fades quickly on the finish.",87,20.0,Mendoza Province,Uco Valley,Michael Schachner,2009,8.0,Reserve,Filus
Argentina,"Lightly volatile, balsamic aromas blend with cedary notes and berry scents. This feels round and fresh, which is typical of the Uco Valley. Blueberry, spiced plum and cassis flavors finish with chocolaty oak and mocha flavors as well as juicy acidity.",90,19.0,Mendoza Province,Uco Valley,Michael Schachner,2013,8.0,Reserve,Filus
Argentina,"Compost aromas blend with thicker, richer raisiny notes. This feels deep and almost heavy on the palate, where the acidity is modest and stewed, with hints of herbal flavor. Black currant and blackberry come across fully ripe. Notes of coffee, herbs and salt dictate the finishing flavors on this huge Malbec.",87,20.0,Mendoza Province,Mendoza,Michael Schachner,2010,8.0,Reserve,Filus
Argentina,"Grapy, meaty aromas are loud and all over the map. The palate of this purple Cafayate Malbec is saturated and loaded with pulp, tannins and bulk. Roasted blackberry and cured-meat flavors finish mellow and soft, without much length.",88,17.0,Other,Cafayate,Michael Schachner,2014,8.0,Reserve,Piattelli
Argentina,"This is a highly fragrant Torrontés with exotic tropical aromas of lychee and bath oil. Light and fresh in body, this tastes of pithy citrus and lychee before hollowing out. A lingering finish with good acidity is the close.",87,17.0,Other,Cafayate,Michael Schachner,2015,37.0,Reserve,Piattelli
Argentina,High-toned floral and tropical aromas are vivacious. A racy palate with bold acidity is the stage for lychee and flowery flavors. A full finish with bitter edges is true and textbook for Salta Torrontés.,88,16.0,Other,Cafayate,Michael Schachner,2016,37.0,Reserve,Piattelli
Argentina,"Aromas of leather, graphite, saucy berry and tomato are good but not necessarily inviting. This high-elevation Cabernet is bouncy in feel and solid in structure. Flavors of briny berry fruits come with oaky notes of vanilla and caramel, while the finish is chocolaty but quickly loses its fruit character.",88,24.0,Mendoza Province,Tupungato,Michael Schachner,2010,4.0,Grand Reserve,Piattelli
Argentina,"Rooty, stalky, earthy aromas are spread wide and thin. This Cab has a gritty feel and hard tannins. Stalky flavors of coffee grinds are herbal and tough, while heat, sauciness and tomato-leaf flavors suggest cool-climate origins. Overall this is racy and cool in style; drink now.",87,22.0,Mendoza Province,Tupungato,Michael Schachner,2011,4.0,Grand Reserve,Piattelli
Argentina,"Dark and fiery, with grapy, heavily extracted aromas. Compared to the winery's Premium Cabernet, this is harder and more choppy, with staggering tannins and heat on the finish. It's a monster with teeth, and only time will tell if it finds a friendlier place. Hold for a couple of years.",86,17.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2006,4.0,Grand Reserve,Piattelli
Argentina,"Fully oaked, and you can tell via the aromas of coconut, resin, vanilla and latex that sit on top of tobacco and floral berry scents. Feels tight and high in acid, with herbal-leaning red berry flavors. Fresh and basic on the finish, with lasting acidity.",87,25.0,Mendoza Province,Tupungato,Michael Schachner,2009,4.0,Grand Reserve,Piattelli
Argentina,"Piattelli is an under-the-radar label that makes very good to excellent Malbec from old vines in Luján del Cuyo, Mendoza. And the prices are more than fair. This wine is big and focused, with intense blackberry, chocolate and espresso qualities throughout. And the finish is midnight dark. Good through 2012.",92,20.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2007,8.0,Grand Reserve,Piattelli
Argentina,"This pitch-dark Malbec from Cafayate is concentrated and heavy on the nose, with grapy blackberry aromas that are doing their best to stay fresh and clean. A full-force, grapy palate deals chocolaty black-fruit flavors in front of a warm finish where toasty oak and graphite notes come onto the scene.",89,22.0,Other,Cafayate,Michael Schachner,2014,8.0,Grand Reserve,Piattelli
Argentina,"Bulky and dark up front, with coconut, ripe berry and heat on the nose. Feels rich and resiny, with sticky tannins, extract galore and flavors of coconut, wood grain, black licorice and sweet blackberry. Finishes hefty and grabby, with wayward oak that needs to settle in.",89,25.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2009,8.0,Grand Reserve,Piattelli
Argentina,"Hard and capped on the bouquet, with plastic aromas, dry oak, milk chocolate and mint. Feels resiny and cloying, with wood-led flavors and resin. Tastes bland and overoaked for what it is.",83,18.0,Mendoza Province,Tupungato,Michael Schachner,2010,4.0,Premium,Piattelli
Argentina,"Black plum, cola and chocolate define this textbook Malbec. The wine has body, heft and lots of fruit, but also some complexity and character. Flavors of black cherry, plum and cassis are layered and fairly boisterous, while the mouthfeel is firm and just slightly tannic. Just right for red meats and pastas.",89,12.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2005,8.0,Premium,Piattelli
Argentina,"Best on the nose, which is floral as it mixes in big black fruit notes and coconut. The palate has a creamy, grabby feel and then confected flavors of carob, vanilla and baked berry. Finishes heavy and very sweet, i.e. syrupy.",84,13.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2009,8.0,Premium,Piattelli
Argentina,"Pithy green fruit aromas are short but within normal parameters for the variety. Feels a bit heavy, with a baNAa influence. Flavors of soft citrus and melon are middling, while the finish is weighty.",83,16.0,Other,Cafayate,Michael Schachner,2010,37.0,Premium,Piattelli
Argentina,"Purple, smoky and dense but beyond that it's regular. The palate is racy and medium deep, but the flavors are more superficial than interesting. Finishes quick, with coffee and bitter chocolate flavors.",84,15.0,Mendoza Province,Mendoza,Michael Schachner,2007,8.0,Reserve,Caligiore
